,Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
58,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Cream Craver,18.521121878289538,73.87714020224023,Vegetarian / Vegan Restaurant
59,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Casa Lolo,18.51693034172058,73.83394002914429,Deli / Bodega
60,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Top In Town,18.515419965563137,73.84175779790851,Restaurant
61,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Cafe Toons,18.51627179552993,73.87887552615932,Sports Bar
62,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Cafe Cofee Day,18.508026286758323,73.83163630795073,Café
63,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Darshan foods,18.51402082342707,73.84097794716021,Vegetarian / Vegan Restaurant
64,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Little Italy,18.534828001784856,73.83812201948804,Italian Restaurant
65,Appa Balwant Chowk,18.516483671884753,73.85387026191101,EVVIVA Sky Lounge,18.531412676928273,73.87670773171725,Lounge
66,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Mughal's,18.51569010232164,73.87961173532855,Indian Restaurant
67,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Gajalee,18.527477945365064,73.87821504932214,Seafood Restaurant
68,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Diamond Queen,18.518235663925047,73.88001085306523,Indian Restaurant
69,Appa Balwant Chowk,18.516483671884753,73.85387026191101,National Film Archives of India (NFAI),18.515930148620026,73.8292254679222,General Entertainment
70,Appa Balwant Chowk,18.516483671884753,73.85387026191101,11 East Street Cafe,18.512403447489135,73.88031499121894,Bar
71,Appa Balwant Chowk,18.516483671884753,73.85387026191101,"Barista, FC Road",18.51909106888451,73.84147846395688,Café
72,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Champion Sports,18.516327890618015,73.84169096663962,Sporting Goods Shop
73,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Kue Bar,18.535322048652308,73.87193867357229,Hotel Bar
74,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Katakirr Misal,18.51137166374587,73.8336714487756,Snack Place
75,Appa Balwant Chowk,18.516483671884753,73.85387026191101,4 Seasons,18.507704501887808,73.8793347841636,Indian Restaurant
76,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Chittaranjan Vatika,18.53211567654188,73.8375602848037,Theme Park
77,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Chinese Room Oriental,18.5104821947705,73.83478848816188,Chinese Restaurant
78,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Kareem's,18.51423826998531,73.87980916072576,Indian Restaurant
79,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Cream California,18.519603551759623,73.84128340271279,Dessert Shop
80,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Wadeshwar,18.5150663518212,73.82888481601346,South Indian Restaurant
81,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Mmyra Lounge,18.522252047437274,73.8410116392219,Hookah Bar
82,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Woodlands Family Resto Bar,18.508078182054433,73.8347448816268,Gastropub
83,Appa Balwant Chowk,18.516483671884753,73.85387026191101,South Indies,18.535064394049556,73.83839730865662,Indian Restaurant
84,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Shaukeen,18.508270905470848,73.83150724373515,Smoke Shop
85,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Amruteshwar,18.508532197249476,73.83092588213361,Fast Food Restaurant
86,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Pastry Corner,18.50891985125201,73.83056534907344,Bakery
87,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Cafe Durga,18.529933172462222,73.83685728297691,Café
88,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Venky's Xprs,18.521528849674343,73.84106106094669,Burger Joint
89,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Supreme Pav Bhaji and Pizza (Canal Road Branch),18.513946111091535,73.83078312673891,Pizza Place
90,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Rolla Costa,18.5246486725534,73.84145819340506,Restaurant
91,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Sarovar,18.515991059013285,73.84172211306785,Bar
92,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Fish Curry Rice,18.510986233786202,73.82960666625144,Seafood Restaurant
93,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Fish Curry Rice,18.51071284516824,73.82962345541556,Seafood Restaurant
94,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Dunkin',18.523475723661022,73.84122001442189,Donut Shop
95,Appa Balwant Chowk,18.516483671884753,73.85387026191101,German Bakery WunderBar,18.52004603720397,73.83043022574356,Bistro
96,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Shraavan,18.5304815209921,73.84408591365003,Indian Restaurant
97,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Mini Wok,18.532703912393053,73.83405542211443,Chinese Restaurant
98,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Phoenix Market City East Court,18.533137766747238,73.87235212810954,Shopping Mall
99,Appa Balwant Chowk,18.516483671884753,73.85387026191101,Kalyan Bhel,18.511857711700383,73.83007475273956,Snack Place
100,"Aundh, Pune",18.563450000000046,73.81227000000007,Crosswords,18.556177260208784,73.80913090623139,Bookstore
101,"Aundh, Pune",18.563450000000046,73.81227000000007,Yolkshire,18.55357605468349,73.80688828707882,English Restaurant
102,"Aundh, Pune",18.563450000000046,73.81227000000007,Westend mall,18.561814327331174,73.80722022679363,Shopping Mall
103,"Aundh, Pune",18.563450000000046,73.81227000000007,Picantos Mexican Grill,18.560654041998944,73.81244739763484,Mexican Restaurant
104,"Aundh, Pune",18.563450000000046,73.81227000000007,Naturals Icecream,18.556192387421536,73.80916850500064,Ice Cream Shop
105,"Aundh, Pune",18.563450000000046,73.81227000000007,Mithas,18.55463494319024,73.80936941321386,Dessert Shop
106,"Aundh, Pune",18.563450000000046,73.81227000000007,Lost The Plot,18.55441705754062,73.80480775361278,Lounge
107,"Aundh, Pune",18.563450000000046,73.81227000000007,Cafe Peter Donuts,18.55774038538134,73.80440120069147,Donut Shop
108,"Aundh, Pune",18.563450000000046,73.81227000000007,Taareef,18.556076771010513,73.80912043821498,Indian Restaurant
109,"Aundh, Pune",18.563450000000046,73.81227000000007,Starbucks,18.55659485262278,73.80915264466924,Coffee Shop
110,"Aundh, Pune",18.563450000000046,73.81227000000007,Richie's Cake Shop,18.560734366373996,73.8047235493629,Bakery
111,"Aundh, Pune",18.563450000000046,73.81227000000007,Oryzza,18.565317795637583,73.80697533565693,Restaurant
112,"Aundh, Pune",18.563450000000046,73.81227000000007,Gold's Gym,18.553561008319413,73.80756434893296,Gym
113,"Aundh, Pune",18.563450000000046,73.81227000000007,La Bouchee d'Or,18.558395340284914,73.8037872123466,Bakery
114,"Aundh, Pune",18.563450000000046,73.81227000000007,The Chocolate Room,18.56656840719089,73.80744134307663,Chocolate Shop
115,"Aundh, Pune",18.563450000000046,73.81227000000007,Air Life Studio,18.553572828434206,73.80696545202225,Gym
116,"Aundh, Pune",18.563450000000046,73.81227000000007,Pagdandi,18.55197242132442,73.79309090542617,Coffee Shop
117,"Aundh, Pune",18.563450000000046,73.81227000000007,Cinepolis IMAX,18.561756116760286,73.80719213146286,Multiplex
118,"Aundh, Pune",18.563450000000046,73.81227000000007,Kimling,18.565834369037912,73.80360347430938,Chinese Restaurant
119,"Aundh, Pune",18.563450000000046,73.81227000000007,Café Maroo,18.564801152783108,73.80914093257947,Korean Restaurant
120,"Aundh, Pune",18.563450000000046,73.81227000000007,P N Gadgil,18.563758910184546,73.80744437133352,Jewelry Store
121,"Aundh, Pune",18.563450000000046,73.81227000000007,Aaoji Khhaoji,18.56265703054219,73.82931038865844,Indian Restaurant
122,"Aundh, Pune",18.563450000000046,73.81227000000007,Fab India,18.555290266247177,73.80932589757768,Clothing Store
123,"Aundh, Pune",18.563450000000046,73.81227000000007,Venkys Xprs,18.560549719426877,73.80896390491347,Fast Food Restaurant
124,"Aundh, Pune",18.563450000000046,73.81227000000007,Shivsagar pure veg,18.56050231694856,73.80577476909971,Vegetarian / Vegan Restaurant
125,"Aundh, Pune",18.563450000000046,73.81227000000007,Nature's Basket,18.563791260064082,73.80744259964197,Grocery Store
126,"Aundh, Pune",18.563450000000046,73.81227000000007,The Loft,18.562714246831526,73.8076301870844,Indian Restaurant
127,"Aundh, Pune",18.563450000000046,73.81227000000007,Baker's Basket,18.560703596951356,73.813099643951,Restaurant
128,"Aundh, Pune",18.563450000000046,73.81227000000007,Malaka Spice,18.55947591740865,73.7904085891615,Malay Restaurant
129,"Aundh, Pune",18.563450000000046,73.81227000000007,Cafe Old Skool,18.55347974158186,73.80757837391056,Café
130,"Aundh, Pune",18.563450000000046,73.81227000000007,Central Perk-7,18.551986095096108,73.79295774273083,BBQ Joint
131,"Aundh, Pune",18.563450000000046,73.81227000000007,Effingut Brewerkz,18.554308771218146,73.79815783996047,Brewery
132,"Aundh, Pune",18.563450000000046,73.81227000000007,Mainland China,18.55234036393954,73.80948306585718,Chinese Restaurant
133,"Aundh, Pune",18.563450000000046,73.81227000000007,Hyderabadi Spice,18.560593581750336,73.81010805430547,Indian Restaurant
134,"Aundh, Pune",18.563450000000046,73.81227000000007,Cream Stone,18.553448166130234,73.80255142769138,Ice Cream Shop
135,"Aundh, Pune",18.563450000000046,73.81227000000007,Khasbaug Misal,18.560822629857885,73.78759879964393,Breakfast Spot
136,"Aundh, Pune",18.563450000000046,73.81227000000007,Melange - High Spirited Dining,18.554732470044367,73.8046899746739,Restaurant
137,"Aundh, Pune",18.563450000000046,73.81227000000007,Chutney Sauce Murabba,18.551995075609206,73.79306579707719,Fast Food Restaurant
138,"Aundh, Pune",18.563450000000046,73.81227000000007,Croma,18.55356205401556,73.80701587886603,Electronics Store
139,"Aundh, Pune",18.563450000000046,73.81227000000007,Delhi Kitchen,18.56349982607965,73.80452458462473,Indian Restaurant
140,"Aundh, Pune",18.563450000000046,73.81227000000007,Greens & Olives,18.565594167569603,73.80452179945996,Italian Restaurant
141,"Aundh, Pune",18.563450000000046,73.81227000000007,The Funky Kona,18.551464587807654,73.80474571774506,Lounge
142,"Aundh, Pune",18.563450000000046,73.81227000000007,Kaka Halwai,18.560467321619107,73.80646480852052,Dessert Shop
143,"Aundh, Pune",18.563450000000046,73.81227000000007,Baskin-Robbins,18.562528965935808,73.8076956221464,Ice Cream Shop
144,"Aundh, Pune",18.563450000000046,73.81227000000007,SugarDough,18.548495811453005,73.79121229613486,Bakery
145,"Aundh, Pune",18.563450000000046,73.81227000000007,Deccan Hills,18.540068227898335,73.82299559809623,Indian Restaurant
146,"Aundh, Pune",18.563450000000046,73.81227000000007,Seasons Hotel,18.55465215489737,73.80480538162773,Hotel
147,"Aundh, Pune",18.563450000000046,73.81227000000007,cafe Joshua,18.55784509437005,73.80487290332563,Café
148,"Aundh, Pune",18.563450000000046,73.81227000000007,Hoppipola - All Day Bar & Bonhomie,18.552291605240992,73.80910648699475,Cocktail Bar
149,"Aundh, Pune",18.563450000000046,73.81227000000007,The Kathi Crossing,18.555726225140205,73.79487224489763,Indian Restaurant
150,"Aundh, Pune",18.563450000000046,73.81227000000007,Eatsome,18.565174469427685,73.80236706083059,Snack Place
151,"Aundh, Pune",18.563450000000046,73.81227000000007,The K Factory,18.55885450693432,73.79177886024236,Molecular Gastronomy Restaurant
152,"Aundh, Pune",18.563450000000046,73.81227000000007,Desi Aroma,18.558095277346872,73.79269645772936,Indian Restaurant
153,"Aundh, Pune",18.563450000000046,73.81227000000007,Greenpark,18.551145775007786,73.80401144066602,Indian Restaurant
154,"Aundh, Pune",18.563450000000046,73.81227000000007,Magnolia,18.553912690747158,73.80189240886845,Asian Restaurant
155,"Aundh, Pune",18.563450000000046,73.81227000000007,Tsaai Shen Yeh,18.5519964049449,73.79311001692894,Chinese Restaurant
156,"Aundh, Pune",18.563450000000046,73.81227000000007,Area 51,18.557373828658736,73.7870979309082,Lounge
157,"Aundh, Pune",18.563450000000046,73.81227000000007,Giridhar,18.555695,73.794586,Snack Place
158,"Aundh, Pune",18.563450000000046,73.81227000000007,Wazwaan,18.56126861159746,73.7857538640578,Indian Restaurant
159,"Aundh, Pune",18.563450000000046,73.81227000000007,Falahaar,18.551961127599146,73.80405088066945,Snack Place
160,"Aundh, Pune",18.563450000000046,73.81227000000007,Baskin-Robbins,18.553160707309527,73.8026842820838,Ice Cream Shop
161,"Aundh, Pune",18.563450000000046,73.81227000000007,Wadeshwar,18.555531313075644,73.79509606839417,South Indian Restaurant
162,"Aundh, Pune",18.563450000000046,73.81227000000007,Tulsi Hotel,18.554995387234367,73.79788980168058,Indian Restaurant
163,"Aundh, Pune",18.563450000000046,73.81227000000007,Domino's Pizza,18.55645744434366,73.79451551460608,Pizza Place
164,"Aundh, Pune",18.563450000000046,73.81227000000007,Origin Bistro,18.552016,73.793615,Bistro
165,"Aundh, Pune",18.563450000000046,73.81227000000007,The Great Punjab,18.559498679890776,73.79004017896312,Indian Restaurant
166,"Aundh, Pune",18.563450000000046,73.81227000000007,Jalebi Junction,18.556701575524585,73.79431392843458,Dessert Shop
167,"Aundh, Pune",18.563450000000046,73.81227000000007,Open Canteen University,18.550449230807217,73.82742406174269,Restaurant
168,"Aundh, Pune",18.563450000000046,73.81227000000007,Regalia Restaurant And Lounge,18.559474160345307,73.7902127027067,Lounge
169,"Aundh, Pune",18.563450000000046,73.81227000000007,Kalyan Bhel,18.556732778778326,73.7943053114073,Indian Restaurant
170,"Aundh, Pune",18.563450000000046,73.81227000000007,Chili Garlic,18.552102506144916,73.79296444492887,Fast Food Restaurant
171,"Aundh, Pune",18.563450000000046,73.81227000000007,Kerala Cafe,18.559835,73.789212,South Indian Restaurant
172,"Aundh, Pune",18.563450000000046,73.81227000000007,Natural Icecream,18.558341195565667,73.79239151036417,Ice Cream Shop
173,"Aundh, Pune",18.563450000000046,73.81227000000007,Shiv Sagar Veg,18.559197524794882,73.79075568064692,Indian Restaurant
174,"Aundh, Pune",18.563450000000046,73.81227000000007,Mast Kalandar,18.557354531226007,73.7936095208775,Indian Restaurant
175,"Aundh, Pune",18.563450000000046,73.81227000000007,Thai House's Kitchen,18.566753981317337,73.8311574495556,Thai Restaurant
176,"Aundh, Pune",18.563450000000046,73.81227000000007,Eatsome,18.55850183609694,73.79199243508978,Fast Food Restaurant
177,"Aundh, Pune",18.563450000000046,73.81227000000007,Khadki Railway Station,18.56388939016318,73.84032979676618,Train Station
178,"Aundh, Pune",18.563450000000046,73.81227000000007,Café Chokolade,18.55873294052019,73.79166881375707,Café
179,"Aundh, Pune",18.563450000000046,73.81227000000007,Volare,18.551959042278423,73.792953912913,Restaurant
180,"Aundh, Pune",18.563450000000046,73.81227000000007,Falahaar,18.561298294432703,73.78687494350538,Juice Bar
181,"Aundh, Pune",18.563450000000046,73.81227000000007,Sangvi Phata,18.57388656437457,73.80630899339191,Bus Station
182,"Aundh, Pune",18.563450000000046,73.81227000000007,Cafe F5,18.551890343983636,73.79314283633965,Café
183,"Aundh, Pune",18.563450000000046,73.81227000000007,Aniket Canteen,18.551128723496905,73.8246488571167,Snack Place
184,"Aundh, Pune",18.563450000000046,73.81227000000007,Samsung Plaza,18.546999664522325,73.81810177211166,Electronics Store
185,"Aundh, Pune",18.563450000000046,73.81227000000007,Chocolate Room,18.563929719856954,73.83077262668502,Dessert Shop
186,"Aundh, Pune",18.563450000000046,73.81227000000007,Bakers Basket,18.56468239498338,73.83073242126727,Bakery
187,"Aundh, Pune",18.563450000000046,73.81227000000007,chai point,18.566402435302734,73.83147430419922,Tea Room
188,"Aundh, Pune",18.563450000000046,73.81227000000007,Brownie Cottage,18.544821049282117,73.81734356290684,Dessert Shop
189,"Aundh, Pune",18.563450000000046,73.81227000000007,Café Offbeat,18.551709379048063,73.79235948027609,Middle Eastern Restaurant
190,"Aundh, Pune",18.563450000000046,73.81227000000007,Vodafone Store,18.559584120191957,73.79128697820116,Mobile Phone Shop
191,"Aundh, Pune",18.563450000000046,73.81227000000007,Poona Republic,18.559359,73.79027,Whisky Bar
192,"Aundh, Pune",18.563450000000046,73.81227000000007,The Coffee shop,18.559302136190517,73.79013802023776,Café
193,"Aundh, Pune",18.563450000000046,73.81227000000007,Katepuram chowk,18.58581605733403,73.81610859473633,Bus Station
194,"Aundh, Pune",18.563450000000046,73.81227000000007,Rakshak Chowk,18.581728326269285,73.79805995069505,Road
195,"Aundh, Pune",18.563450000000046,73.81227000000007,Mr & Mrs Idly,18.561527,73.78708,South Indian Restaurant
196,"Aundh, Pune",18.563450000000046,73.81227000000007,Triumph Showroom,18.54009279537717,73.81825686000083,Motorcycle Shop
197,"Aundh, Pune",18.563450000000046,73.81227000000007,Abhiman Restaurant,18.540212663259258,73.81911271320648,Indian Restaurant
198,"Aundh, Pune",18.563450000000046,73.81227000000007,Dapodi Railway Station,18.581092713630795,73.83282309214898,Train Station
199,"Aundh, Pune",18.563450000000046,73.81227000000007,Balewadi Naka,18.56197843071439,73.78410013730202,Fast Food Restaurant
200,Balewadi,18.576020000000028,73.77983000000006,Urban Foundry,18.569289409666702,73.7747245463514,Lounge
201,Balewadi,18.576020000000028,73.77983000000006,Incognito,18.570376414375,73.77460705928516,Italian Restaurant
202,Balewadi,18.576020000000028,73.77983000000006,Terttulia,18.569279945639824,73.77469467616115,Bistro
203,Balewadi,18.576020000000028,73.77983000000006,McDonald's,18.570420602793007,73.77461905317524,Fast Food Restaurant
204,Balewadi,18.576020000000028,73.77983000000006,Playboy Beer Garden,18.57049357355062,73.77390083744952,Brewery
205,Balewadi,18.576020000000028,73.77983000000006,Shaolin- The Chinese Cuisine,18.58834307568542,73.78351414844718,Chinese Restaurant
206,Balewadi,18.576020000000028,73.77983000000006,Nawab Asia,18.569553019776944,73.77466783664346,Indian Restaurant
207,Balewadi,18.576020000000028,73.77983000000006,Idlicious,18.561765019102616,73.78364615844218,South Indian Restaurant
208,Balewadi,18.576020000000028,73.77983000000006,Way Down South,18.56636563963199,73.77070666006395,South Indian Restaurant
209,Balewadi,18.576020000000028,73.77983000000006,KTM Baner,18.567427,73.776001,Motorcycle Shop
210,Balewadi,18.576020000000028,73.77983000000006,The Chocolate Room,18.574754959252665,73.77732956313457,Coffee Shop
211,Balewadi,18.576020000000028,73.77983000000006,CopaCabana,18.589073641597903,73.78248319675856,Indian Restaurant
212,Balewadi,18.576020000000028,73.77983000000006,Khasbaug Misal,18.560822629857885,73.78759879964393,Breakfast Spot
213,Balewadi,18.576020000000028,73.77983000000006,Malaka Spice,18.55947591740865,73.7904085891615,Malay Restaurant
214,Balewadi,18.576020000000028,73.77983000000006,Apache - High Street,18.569373153385165,73.77473114995384,Bar
215,Balewadi,18.576020000000028,73.77983000000006,Paramhans Dining Hall,18.564306,73.77861,Indian Restaurant
216,Balewadi,18.576020000000028,73.77983000000006,18 Degrees,18.593509493723708,73.78587861112443,Lounge
217,Balewadi,18.576020000000028,73.77983000000006,Cafe Coffee Day,18.593421044897106,73.79546073318592,Café
218,Balewadi,18.576020000000028,73.77983000000006,ARTHURS THEME,18.570498974751526,73.7739517705572,French Restaurant
219,Balewadi,18.576020000000028,73.77983000000006,Hotel Sadanand,18.568349587226646,73.76667067485646,Indian Restaurant
220,Balewadi,18.576020000000028,73.77983000000006,Yaara Di Haveli,18.560873260187908,73.7682512868345,Punjabi Restaurant
221,Balewadi,18.576020000000028,73.77983000000006,Cafe Nook,18.56930805697316,73.78186532743666,Café
222,Balewadi,18.576020000000028,73.77983000000006,Wazwaan,18.56126861159746,73.7857538640578,Indian Restaurant
223,Balewadi,18.576020000000028,73.77983000000006,Apple 5,18.588492343565544,73.78193673011188,American Restaurant
224,Balewadi,18.576020000000028,73.77983000000006,Subway,18.59626968572755,73.78919408694685,Sandwich Place
225,Balewadi,18.576020000000028,73.77983000000006,Area 51,18.557373828658736,73.7870979309082,Lounge
